
      +------------------+
      |   id          x1 |
6898. | 6898   -1.635608 |
6899. | 6899   -1.249629 |
6900. | 6900   -1.420395 |
      |------------------|
6901. | 6901    .5077192 |
6902. | 6902     .026901 |
6903. | 6903     .913046 |
6904. | 6904   -.4758089 |
6905. | 6905    .3279815 |
      |------------------|
6906. | 6906    .0622731 |
6907. | 6907   -.6876322 |
6908. | 6908   -.6131001 |
6909. | 6909    .7540091 |
6910. | 6910   -.2405119 |
      |------------------|
6911. | 6911   -.3731949 |
6912. | 6912   -.0191254 |
6913. | 6913    1.366048 |
6914. | 6914    -.340317 |
6915. | 6915   -.2483629 |
      |------------------|
6916. | 6916    1.263764 |
6917. | 6917    .7615088 |
6918. | 6918    .8776452 |
6919. | 6919   -.2731206 |
6920. | 6920   -.7627459 |
      |------------------|
6921. | 6921     .945938 |
6922. | 6922     .675899 |
6923. | 6923    .9197318 |
6924. | 6924   -.5164987 |
6925. | 6925   -1.382845 |
      |------------------|
6926. | 6926   -.8177515 |
6927. | 6927    .8055236 |
6928. | 6928    1.125637 |
6929. | 6929    .0010052 |
6930. | 6930    .5214687 |
      |------------------|
6931. | 6931    1.587559 |
6932. | 6932    1.756122 |
6933. | 6933    1.479353 |
6934. | 6934    -.487459 |
6935. | 6935   -.4669655 |
      |------------------|
6936. | 6936   -.7731724 |
6937. | 6937   -2.596895 |
6938. | 6938   -.7496023 |
6939. | 6939    .7725949 |
6940. | 6940     1.20361 |
      |------------------|
6941. | 6941   -1.276438 |
6942. | 6942    .6552244 |
6943. | 6943    .1113338 |
6944. | 6944    1.170512 |
6945. | 6945    .5302939 |
      |------------------|
6946. | 6946   -1.715696 |
6947. | 6947   -.5658928 |
6948. | 6948    1.260499 |
6949. | 6949    -.672886 |
6950. | 6950    .6032601 |
      |------------------|
6951. | 6951    1.071349 |
6952. | 6952   -.9969903 |
6953. | 6953   -1.154138 |
6954. | 6954   -.3632582 |
6955. | 6955     .176454 |
      |------------------|
6956. | 6956   -.2024117 |
6957. | 6957   -.0072386 |
6958. | 6958   -1.584536 |
6959. | 6959   -.9456742 |
6960. | 6960    .1938564 |
      |------------------|
6961. | 6961   -.8108309 |
6962. | 6962   -.4020135 |
6963. | 6963   -1.597071 |
6964. | 6964    .0981647 |
6965. | 6965    .2518342 |
      |------------------|
6966. | 6966    1.126081 |
6967. | 6967    1.513041 |
6968. | 6968    .6123224 |
6969. | 6969   -.4079103 |
6970. | 6970   -.4061671 |
      |------------------|
6971. | 6971   -1.684895 |
6972. | 6972     .010715 |
6973. | 6973    2.119321 |
6974. | 6974   -.9944964 |
6975. | 6975   -.8091924 |
      |------------------|
6976. | 6976   -.5939418 |
6977. | 6977   -.7958625 |
6978. | 6978    .8402812 |
6979. | 6979    .9283653 |
6980. | 6980    .5689531 |
      |------------------|
6981. | 6981   -1.268624 |
6982. | 6982    1.757563 |
6983. | 6983    1.388474 |
6984. | 6984    .5404117 |
6985. | 6985    1.627337 |
      |------------------|
6986. | 6986   -.3498217 |
6987. | 6987   -.5479385 |
6988. | 6988   -1.313839 |
6989. | 6989     -.00815 |
6990. | 6990    .3569522 |
      |------------------|
6991. | 6991   -1.514299 |
6992. | 6992    1.032191 |
6993. | 6993   -.7768378 |
6994. | 6994   -1.378527 |
6995. | 6995    .5935399 |
      |------------------|
6996. | 6996   -1.489982 |
6997. | 6997    1.149196 |
6998. | 6998    .1964931 |
6999. | 6999   -.1108514 |
7000. | 7000    1.323274 |
      |------------------|
7001. | 7001    .5326468 |
7002. | 7002   -.2690006 |
7003. | 7003    -.538564 |
7004. | 7004     .016245 |
7005. | 7005    .6495782 |
      |------------------|
7006. | 7006    -1.56835 |
7007. | 7007    1.398881 |
7008. | 7008   -.4040728 |
7009. | 7009   -.0372375 |
7010. | 7010    .1741094 |
      |------------------|
7011. | 7011   -.7029327 |
7012. | 7012   -.2104055 |
7013. | 7013    .1208025 |
7014. | 7014    1.390923 |
7015. | 7015   -.6565351 |
      |------------------|
7016. | 7016    1.631001 |
7017. | 7017    .1682578 |
7018. | 7018    .0429129 |
7019. | 7019    .6938869 |
7020. | 7020   -.1638994 |
      |------------------|
7021. | 7021   -.9446914 |
7022. | 7022   -1.250373 |
7023. | 7023   -.5223557 |
7024. | 7024      .54012 |
7025. | 7025    .3915333 |
      |------------------|
7026. | 7026    1.748396 |
7027. | 7027   -1.835629 |
7028. | 7028    .3637263 |
7029. | 7029    2.334755 |
7030. | 7030    1.215236 |
      |------------------|
7031. | 7031   -.7972992 |
7032. | 7032   -.9666295 |
7033. | 7033    .6976101 |
7034. | 7034    -1.16894 |
7035. | 7035    .6092199 |
      |------------------|
7036. | 7036    .3312001 |
7037. | 7037   -1.122271 |
7038. | 7038    .3485596 |
7039. | 7039    .9560412 |
7040. | 7040    .4029954 |
      |------------------|
7041. | 7041    1.133575 |
7042. | 7042   -.1224796 |
7043. | 7043   -.4876482 |
7044. | 7044    .4148748 |
7045. | 7045    .1083679 |
      |------------------|
7046. | 7046    .7951702 |
7047. | 7047    -.151015 |
7048. | 7048    1.765334 |
7049. | 7049    1.212548 |
7050. | 7050    .2682267 |
      |------------------|
7051. | 7051   -.4909023 |
7052. | 7052    .4948294 |
7053. | 7053   -.1212629 |
7054. | 7054    .2979473 |
7055. | 7055    .2570621 |
      |------------------|
7056. | 7056   -.6804852 |
7057. | 7057   -.0847765 |
7058. | 7058   -.6363389 |
7059. | 7059    .4486516 |
7060. | 7060   -1.595044 |
      |------------------|
7061. | 7061   -.6188397 |
7062. | 7062    -1.20657 |
7063. | 7063   -1.567746 |
7064. | 7064    -.912037 |
7065. | 7065    1.258045 |
      |------------------|
7066. | 7066    .9705172 |
7067. | 7067   -.5624821 |
7068. | 7068    1.116652 |
7069. | 7069    -.278204 |
7070. | 7070   -.3259648 |
      |------------------|
7071. | 7071    -2.30488 |
7072. | 7072   -.6276739 |
7073. | 7073     1.59722 |
7074. | 7074    1.177078 |
7075. | 7075    1.700957 |
      |------------------|
7076. | 7076    .3214912 |
7077. | 7077   -.0745369 |
7078. | 7078   -.0546475 |
7079. | 7079    .3502189 |
7080. | 7080   -.2118778 |
      |------------------|
7081. | 7081   -.0939548 |
7082. | 7082    .6787428 |
7083. | 7083    1.461267 |
7084. | 7084      .60733 |
7085. | 7085   -1.252029 |
      |------------------|
7086. | 7086    .6282272 |
7087. | 7087   -.9682167 |
7088. | 7088   -1.783072 |
7089. | 7089   -1.236032 |
7090. | 7090    .4696887 |
      |------------------|
7091. | 7091   -1.432092 |
7092. | 7092    1.300576 |
7093. | 7093   -.2525102 |
7094. | 7094   -.8377617 |
7095. | 7095    .2296163 |
      |------------------|
7096. | 7096    .5748895 |
7097. | 7097   -.5929242 |
7098. | 7098   -1.071757 |
7099. | 7099   -1.540959 |
7100. | 7100   -.4625728 |
      |------------------|
7101. | 7101    .4258075 |
7102. | 7102   -.8121222 |
7103. | 7103   -.6057684 |
7104. | 7104    .6692557 |
7105. | 7105    .1738357 |
      |------------------|
7106. | 7106    .4191396 |
7107. | 7107   -.7564657 |
7108. | 7108    .9206578 |
7109. | 7109    .4173513 |
7110. | 7110    -1.61113 |
      |------------------|
7111. | 7111   -.0183418 |
7112. | 7112    1.228911 |
7113. | 7113   -1.738477 |
7114. | 7114   -.3487034 |
7115. | 7115    .5695687 |
      |------------------|
7116. | 7116   -.4063073 |
7117. | 7117    1.345514 |
7118. | 7118   -1.113047 |
7119. | 7119   -.7691659 |
7120. | 7120   -.4331942 |
      |------------------|
7121. | 7121    1.411041 |
7122. | 7122    -.167114 |
7123. | 7123    1.570734 |
7124. | 7124    .4985829 |
7125. | 7125    .4162723 |
      |------------------|
7126. | 7126   -.4846851 |
7127. | 7127    3.533166 |
7128. | 7128    2.704093 |
7129. | 7129    .1503046 |
7130. | 7130   -.2315219 |
      |------------------|
7131. | 7131   -.4077439 |
7132. | 7132   -1.634514 |
7133. | 7133   -1.109293 |
7134. | 7134   -.3701572 |
7135. | 7135    .7519009 |
      |------------------|
7136. | 7136    .6728946 |
7137. | 7137    1.285339 |
7138. | 7138    .0153896 |
7139. | 7139    .5651255 |
7140. | 7140   -.2627416 |
      |------------------|
7141. | 7141   -2.027015 |
7142. | 7142    1.522343 |
7143. | 7143    1.361038 |
7144. | 7144    .4389469 |
7145. | 7145     .599754 |
      |------------------|
7146. | 7146   -.2541445 |
7147. | 7147   -.2654807 |
7148. | 7148    1.255023 |
7149. | 7149    .6923289 |
7150. | 7150    .6831021 |
      |------------------|
7151. | 7151    .1758373 |
7152. | 7152    .0340104 |
7153. | 7153   -.1099842 |
7154. | 7154   -.8991056 |
7155. | 7155   -.5153363 |
      |------------------|
7156. | 7156    .5156602 |
7157. | 7157     .052414 |
7158. | 7158    2.353651 |
7159. | 7159    .4395303 |
7160. | 7160   -1.960247 |
      |------------------|
7161. | 7161    .3149205 |
7162. | 7162   -.6505142 |
7163. | 7163     .289932 |
7164. | 7164    1.487965 |
7165. | 7165   -.9783766 |
      |------------------|
7166. | 7166    1.221519 |
7167. | 7167   -.3133804 |
7168. | 7168   -.2398896 |
7169. | 7169   -2.429114 |
7170. | 7170   -.6600189 |
      |------------------|
7171. | 7171   -.0711478 |
7172. | 7172    .1952527 |
7173. | 7173    .8360153 |
7174. | 7174   -.5210168 |
7175. | 7175   -.6229805 |
      |------------------|
7176. | 7176   -.3390742 |
7177. | 7177   -1.010322 |
7178. | 7178   -.8393536 |
7179. | 7179   -.3512241 |
7180. | 7180    .6403879 |
      |------------------|
7181. | 7181   -.4930834 |
7182. | 7182   -1.008003 |
7183. | 7183   -.5890118 |
7184. | 7184    3.073735 |
7185. | 7185    .9067871 |
      |------------------|
7186. | 7186    .1964633 |
7187. | 7187   -1.071476 |
7188. | 7188   -.6184103 |
7189. | 7189    .2013008 |
7190. | 7190   -1.100798 |
      |------------------|
7191. | 7191   -1.095025 |
7192. | 7192    .4939848 |
7193. | 7193    .8783168 |
7194. | 7194     .367974 |
7195. | 7195   -1.268939 |
      |------------------|
7196. | 7196   -.9443525 |
7197. | 7197    .8312705 |
7198. | 7198    .4386033 |
7199. | 7199   -.3603073 |
7200. | 7200    .0274328 |
      |------------------|
7201. | 7201    .4159273 |
7202. | 7202     1.31334 |
7203. | 7203     1.84119 |
7204. | 7204    .8878198 |
7205. | 7205   -1.483625 |
      |------------------|
7206. | 7206   -.4169777 |
7207. | 7207   -.5962009 |
7208. | 7208     2.19902 |
7209. | 7209    .5247398 |
7210. | 7210     .579772 |
      |------------------|
7211. | 7211    -.642843 |
7212. | 7212   -.6387345 |
7213. | 7213    -.605934 |
7214. | 7214   -.8761221 |
7215. | 7215   -1.475378 |
      |------------------|
7216. | 7216   -.8101764 |
7217. | 7217    -1.06657 |
7218. | 7218   -1.085949 |
7219. | 7219    .0286533 |
7220. | 7220   -.1192813 |
      |------------------|
7221. | 7221   -1.875965 |
7222. | 7222    -1.90826 |
7223. | 7223    .8354436 |
7224. | 7224    1.302857 |
7225. | 7225    -.109913 |
      |------------------|
7226. | 7226    .0320951 |
7227. | 7227    .3310135 |
7228. | 7228   -2.241802 |
7229. | 7229   -1.244759 |
7230. | 7230   -1.478001 |
      |------------------|
7231. | 7231    .3967115 |
7232. | 7232    .1174259 |
7233. | 7233    .3431941 |
7234. | 7234    1.269194 |
7235. | 7235    1.309721 |
      |------------------|
7236. | 7236    .8463156 |
7237. | 7237   -.3889869 |
7238. | 7238    .1913533 |
7239. | 7239    .2930166 |
7240. | 7240    .0457647 |
      |------------------|
7241. | 7241   -1.779529 |
7242. | 7242    1.033545 |
7243. | 7243    .8104019 |
7244. | 7244    .6131281 |
7245. | 7245     1.17716 |
      |------------------|
7246. | 7246   -.0852058 |
7247. | 7247    .5045314 |
7248. | 7248    .7854902 |
7249. | 7249    1.598781 |
7250. | 7250   -.5956377 |
      |------------------|
7251. | 7251   -.0405057 |
7252. | 7252    -.799735 |
7253. | 7253    .6381806 |
7254. | 7254    2.091844 |
7255. | 7255    .8349953 |
      |------------------|
7256. | 7256   -1.727794 |
7257. | 7257    1.897439 |
7258. | 7258    .4709565 |
7259. | 7259    1.127302 |
7260. | 7260    .5987509 |
      |------------------|
7261. | 7261    .7940773 |
7262. | 7262    .3990283 |
7263. | 7263   -.3657526 |
7264. | 7264    .5459108 |
7265. | 7265    .7412723 |
      |------------------|
7266. | 7266    .9819115 |
7267. | 7267   -1.268795 |
7268. | 7268   -.4036888 |
7269. | 7269   -1.338014 |
7270. | 7270   -.5490814 |
      |------------------|
7271. | 7271   -.0023839 |
7272. | 7272   -1.005814 |
7273. | 7273   -.5015138 |
7274. | 7274   -.3305235 |
7275. | 7275    .3129744 |
      |------------------|
7276. | 7276   -1.106794 |
7277. | 7277    .4838638 |
7278. | 7278   -1.738663 |
7279. | 7279   -2.243398 |
7280. | 7280    1.044817 |
      |------------------|
7281. | 7281    .9274856 |
7282. | 7282    2.475395 |
7283. | 7283   -.8638637 |
7284. | 7284   -.4861554 |
7285. | 7285      -1.348 |
      |------------------|
7286. | 7286   -.1451626 |
7287. | 7287   -1.381869 |
7288. | 7288   -.4395746 |
7289. | 7289   -.6688079 |
7290. | 7290   -.5150027 |
      |------------------|
7291. | 7291    -.209741 |
7292. | 7292    .2017217 |
7293. | 7293   -1.414449 |
7294. | 7294    1.368566 |
7295. | 7295   -.2695265 |
      |------------------|
7296. | 7296    -1.86662 |
7297. | 7297   -2.351533 |
7298. | 7298   -.7480213 |
7299. | 7299     .418442 |
7300. | 7300    1.115347 |
      |------------------|
7301. | 7301   -.8635771 |
7302. | 7302    .4663224 |
7303. | 7303   -.0858719 |
7304. | 7304    .0810621 |
7305. | 7305   -.4451524 |
      |------------------|
7306. | 7306    .4416293 |
7307. | 7307    .6908637 |
7308. | 7308    .9648498 |
7309. | 7309    .0656223 |
7310. | 7310   -.0409701 |
      |------------------|
7311. | 7311    .2975271 |
7312. | 7312    .6748402 |
7313. | 7313    -1.88714 |
7314. | 7314   -.2830237 |
7315. | 7315   -.5724608 |
      |------------------|
7316. | 7316   -1.135077 |
7317. | 7317   -.9901393 |
7318. | 7318    .5155921 |
7319. | 7319   -1.090666 |
7320. | 7320   -.4442255 |
      |------------------|
7321. | 7321   -.7555366 |
7322. | 7322    .5284969 |
7323. | 7323    .4733146 |
7324. | 7324    1.603989 |
7325. | 7325     -.21954 |
      |------------------|
7326. | 7326   -2.103788 |
7327. | 7327    1.366599 |
7328. | 7328   -1.173253 |
7329. | 7329   -1.526807 |
7330. | 7330     .769588 |
      |------------------|
7331. | 7331   -.5914374 |
7332. | 7332    .2070007 |
7333. | 7333   -.5750377 |
7334. | 7334    .8092605 |
7335. | 7335    .1996942 |
      |------------------|
7336. | 7336   -1.144708 |
7337. | 7337    2.270243 |
7338. | 7338   -.3675922 |
7339. | 7339    .1622291 |
7340. | 7340    .1404269 |
      |------------------|
7341. | 7341   -1.339475 |
7342. | 7342    .0564792 |
7343. | 7343   -.0639793 |
7344. | 7344   -.4604712 |
7345. | 7345    .8399463 |
      |------------------|
7346. | 7346    -.110251 |
7347. | 7347    .6288062 |
7348. | 7348   -.0347012 |
7349. | 7349    -.255843 |
7350. | 7350   -.8381922 |
      |------------------|
7351. | 7351     .544762 |
7352. | 7352     .483494 |
7353. | 7353    1.272471 |
7354. | 7354   -.5312737 |
7355. | 7355    .9072708 |
      |------------------|
7356. | 7356     .309255 |
7357. | 7357   -1.349779 |
7358. | 7358   -.7785411 |
7359. | 7359    .9902833 |
7360. | 7360   -1.572051 |
      |------------------|
7361. | 7361   -.6958101 |
7362. | 7362    .5754281 |
7363. | 7363   -.1416161 |
7364. | 7364    -.808265 |
7365. | 7365    .7650741 |
      |------------------|
7366. | 7366    1.301634 |
7367. | 7367   -.3323025 |
7368. | 7368    -2.11609 |
7369. | 7369    .6021572 |
7370. | 7370   -1.483125 |
      |------------------|
7371. | 7371    1.539048 |
7372. | 7372   -.1422781 |
7373. | 7373   -.6439904 |
7374. | 7374    2.526928 |
7375. | 7375    1.326942 |
      |------------------|
7376. | 7376   -.0371553 |
7377. | 7377   -.2851954 |
7378. | 7378   -.1796199 |
7379. | 7379   -1.033186 |
7380. | 7380   -1.201234 |
      |------------------|
7381. | 7381   -1.964808 |
7382. | 7382    1.043392 |
7383. | 7383   -.0194774 |
7384. | 7384   -.6526457 |
7385. | 7385    .7881001 |
      |------------------|
7386. | 7386   -1.259535 |
7387. | 7387   -.3139808 |
7388. | 7388    .1873603 |
7389. | 7389   -.5439674 |
7390. | 7390    1.035291 |
      |------------------|
7391. | 7391   -.9786116 |
7392. | 7392   -1.967415 |
7393. | 7393    1.073848 |
7394. | 7394   -.9361971 |
7395. | 7395    -.305436 |
      |------------------|
7396. | 7396   -.6657733 |
7397. | 7397   -.0458003 |
7398. | 7398   -.9086327 |
7399. | 7399    .2714616 |
7400. | 7400   -.0661885 |
      |------------------|
7401. | 7401    .0069624 |
7402. | 7402    .3344554 |
7403. | 7403   -.3185515 |
7404. | 7404   -.3182945 |
7405. | 7405   -.9912178 |
      |------------------|
7406. | 7406   -.4179431 |
7407. | 7407   -.1170869 |
7408. | 7408   -.1317084 |
7409. | 7409    1.887352 |
7410. | 7410   -.8473311 |
      |------------------|
7411. | 7411   -.8161977 |
7412. | 7412   -.5964011 |
7413. | 7413    1.068473 |
7414. | 7414     .272472 |
7415. | 7415    .1029966 |
      |------------------|
7416. | 7416    .1492396 |
7417. | 7417    .0502376 |
7418. | 7418   -1.125824 |
7419. | 7419     .504163 |
7420. | 7420    .1113377 |
      |------------------|
7421. | 7421    .9524606 |
7422. | 7422   -.6254696 |
7423. | 7423    1.233785 |
7424. | 7424   -.6306849 |
7425. | 7425   -.5560967 |
      |------------------|
7426. | 7426     1.22105 |
7427. | 7427    1.549231 |
7428. | 7428   -1.493929 |
7429. | 7429   -.1213973 |
7430. | 7430   -.6981877 |
      |------------------|
7431. | 7431     .647368 |
7432. | 7432    .3308745 |
7433. | 7433   -1.334387 |
7434. | 7434    .4124293 |
7435. | 7435    .2445572 |
      |------------------|
7436. | 7436     1.34367 |
7437. | 7437   -1.271075 |
7438. | 7438    .0488771 |
7439. | 7439   -.9136602 |
7440. | 7440    .4348472 |
      |------------------|
7441. | 7441   -1.033824 |
7442. | 7442    2.215041 |
7443. | 7443    .5245557 |
7444. | 7444    1.902141 |
7445. | 7445    .6770654 |
      |------------------|
7446. | 7446     .737678 |
7447. | 7447   -1.197527 |
7448. | 7448    .8058224 |
7449. | 7449   -.7154467 |
7450. | 7450    .7923522 |
      |------------------|
7451. | 7451   -.2657133 |
7452. | 7452    2.236438 |
7453. | 7453   -.0866732 |
7454. | 7454    1.017448 |
7455. | 7455    .6830134 |
      |------------------|
7456. | 7456   -.1550051 |
