
      +------------------------------+
      |   id          x1          x2 |
      |------------------------------|
6906. | 6906    .0622731     .191001 |
6907. | 6907   -.6876322   -2.082008 |
6908. | 6908   -.6131001   -.2957836 |
6909. | 6909    .7540091    1.989258 |
6910. | 6910   -.2405119   -.9140715 |
      |------------------------------|
6911. | 6911   -.3731949   -1.431013 |
6912. | 6912   -.0191254   -.6802688 |
6913. | 6913    1.366048    .3747809 |
6914. | 6914    -.340317   -.6393666 |
6915. | 6915   -.2483629    .7654521 |
      |------------------------------|
6916. | 6916    1.263764    .2014806 |
6917. | 6917    .7615088   -.6472478 |
6918. | 6918    .8776452   -.4906237 |
6919. | 6919   -.2731206   -1.004539 |
6920. | 6920   -.7627459    .1728109 |
      |------------------------------|
6921. | 6921     .945938   -.7281135 |
6922. | 6922     .675899   -.7769644 |
6923. | 6923    .9197318    3.276988 |
6924. | 6924   -.5164987   -1.929392 |
6925. | 6925   -1.382845    1.500733 |
      |------------------------------|
6926. | 6926   -.8177515    .2216284 |
6927. | 6927    .8055236    -.363683 |
6928. | 6928    1.125637   -1.646202 |
6929. | 6929    .0010052   -1.776686 |
6930. | 6930    .5214687    .5658722 |
      |------------------------------|
6931. | 6931    1.587559    .0807881 |
6932. | 6932    1.756122    1.367899 |
6933. | 6933    1.479353    2.008357 |
6934. | 6934    -.487459   -.3024547 |
6935. | 6935   -.4669655   -.6920038 |
      |------------------------------|
6936. | 6936   -.7731724     .517314 |
6937. | 6937   -2.596895   -.6633877 |
6938. | 6938   -.7496023    1.583307 |
6939. | 6939    .7725949    .1404053 |
6940. | 6940     1.20361   -1.041716 |
      |------------------------------|
6941. | 6941   -1.276438    -.762729 |
6942. | 6942    .6552244    .4321277 |
6943. | 6943    .1113338   -1.235031 |
6944. | 6944    1.170512   -.7030625 |
6945. | 6945    .5302939    1.747708 |
      |------------------------------|
6946. | 6946   -1.715696     .301183 |
6947. | 6947   -.5658928     .025577 |
6948. | 6948    1.260499   -.9016969 |
6949. | 6949    -.672886    -.152232 |
6950. | 6950    .6032601   -1.493673 |
      |------------------------------|
6951. | 6951    1.071349    1.567469 |
6952. | 6952   -.9969903   -.6118745 |
6953. | 6953   -1.154138   -.3635719 |
6954. | 6954   -.3632582   -.4365579 |
6955. | 6955     .176454    -1.23572 |
      |------------------------------|
6956. | 6956   -.2024117   -.6323352 |
6957. | 6957   -.0072386    .6426932 |
6958. | 6958   -1.584536   -.1374475 |
6959. | 6959   -.9456742    .9133935 |
6960. | 6960    .1938564    .6063172 |
      |------------------------------|
6961. | 6961   -.8108309    .5856733 |
6962. | 6962   -.4020135   -1.578887 |
6963. | 6963   -1.597071   -.0309218 |
6964. | 6964    .0981647   -1.910643 |
6965. | 6965    .2518342    .0773526 |
      |------------------------------|
6966. | 6966    1.126081   -.7084779 |
6967. | 6967    1.513041    .3909722 |
6968. | 6968    .6123224   -.5999623 |
6969. | 6969   -.4079103    -1.60388 |
6970. | 6970   -.4061671    .0900475 |
      |------------------------------|
6971. | 6971   -1.684895   -.0768865 |
6972. | 6972     .010715    1.620869 |
6973. | 6973    2.119321     .575335 |
6974. | 6974   -.9944964    -.012182 |
6975. | 6975   -.8091924    .1709218 |
      |------------------------------|
6976. | 6976   -.5939418   -1.928296 |
6977. | 6977   -.7958625   -.5935349 |
6978. | 6978    .8402812    -.652216 |
6979. | 6979    .9283653    .0992087 |
6980. | 6980    .5689531    .1950265 |
      |------------------------------|
6981. | 6981   -1.268624    .2963717 |
6982. | 6982    1.757563   -.4311042 |
6983. | 6983    1.388474     .535379 |
6984. | 6984    .5404117   -.3244254 |
6985. | 6985    1.627337   -.0250634 |
      |------------------------------|
6986. | 6986   -.3498217    1.477837 |
6987. | 6987   -.5479385   -.9148038 |
6988. | 6988   -1.313839     .298292 |
6989. | 6989     -.00815   -.4146219 |
6990. | 6990    .3569522    -.392181 |
      |------------------------------|
6991. | 6991   -1.514299   -.2393126 |
6992. | 6992    1.032191   -1.958595 |
6993. | 6993   -.7768378   -.1754256 |
6994. | 6994   -1.378527   -1.491465 |
6995. | 6995    .5935399    .0137255 |
      |------------------------------|
6996. | 6996   -1.489982     .719566 |
6997. | 6997    1.149196   -.8499014 |
6998. | 6998    .1964931   -.4802926 |
6999. | 6999   -.1108514    1.223202 |
7000. | 7000    1.323274   -.4035918 |
      |------------------------------|
7001. | 7001    .5326468   -2.187409 |
7002. | 7002   -.2690006    .7939804 |
7003. | 7003    -.538564    1.323209 |
7004. | 7004     .016245    .4233252 |
7005. | 7005    .6495782    .8077465 |
      |------------------------------|
7006. | 7006    -1.56835   -.1628252 |
7007. | 7007    1.398881   -.1204391 |
7008. | 7008   -.4040728    .3456482 |
7009. | 7009   -.0372375   -.4694176 |
7010. | 7010    .1741094    1.003883 |
      |------------------------------|
7011. | 7011   -.7029327   -.3345154 |
7012. | 7012   -.2104055    -.980344 |
7013. | 7013    .1208025   -1.044858 |
7014. | 7014    1.390923   -.4527121 |
7015. | 7015   -.6565351   -.9113225 |
      |------------------------------|
7016. | 7016    1.631001    .4584005 |
7017. | 7017    .1682578    .3809568 |
7018. | 7018    .0429129    .4877276 |
7019. | 7019    .6938869   -.3411795 |
7020. | 7020   -.1638994   -.9714501 |
      |------------------------------|
7021. | 7021   -.9446914   -.1792046 |
7022. | 7022   -1.250373   -1.813234 |
7023. | 7023   -.5223557    .3582483 |
7024. | 7024      .54012   -.3125793 |
7025. | 7025    .3915333   -.2285349 |
      |------------------------------|
7026. | 7026    1.748396    1.560256 |
7027. | 7027   -1.835629   -.3665616 |
7028. | 7028    .3637263   -.6149713 |
7029. | 7029    2.334755    .2439757 |
7030. | 7030    1.215236   -1.258884 |
      |------------------------------|
7031. | 7031   -.7972992    .0534442 |
7032. | 7032   -.9666295   -.0223583 |
7033. | 7033    .6976101    1.220007 |
7034. | 7034    -1.16894   -.1811374 |
7035. | 7035    .6092199   -1.509419 |
      |------------------------------|
7036. | 7036    .3312001    .2107757 |
7037. | 7037   -1.122271   -1.424298 |
7038. | 7038    .3485596    .8870047 |
7039. | 7039    .9560412   -.2522729 |
7040. | 7040    .4029954   -.7908436 |
      |------------------------------|
7041. | 7041    1.133575    .0846174 |
7042. | 7042   -.1224796    .9537611 |
7043. | 7043   -.4876482    1.414727 |
7044. | 7044    .4148748   -3.080114 |
7045. | 7045    .1083679    .3780889 |
      |------------------------------|
7046. | 7046    .7951702    1.398464 |
7047. | 7047    -.151015   -.6416412 |
7048. | 7048    1.765334   -.2665878 |
7049. | 7049    1.212548    .8103098 |
7050. | 7050    .2682267    -1.04855 |
      |------------------------------|
7051. | 7051   -.4909023    .2294074 |
7052. | 7052    .4948294   -.8581435 |
7053. | 7053   -.1212629    .5366016 |
7054. | 7054    .2979473   -.1128376 |
7055. | 7055    .2570621    1.035738 |
      |------------------------------|
7056. | 7056   -.6804852    .0513024 |
7057. | 7057   -.0847765    .3823803 |
7058. | 7058   -.6363389    .1794582 |
7059. | 7059    .4486516    1.428969 |
7060. | 7060   -1.595044   -.2220479 |
      |------------------------------|
7061. | 7061   -.6188397   -.0531149 |
7062. | 7062    -1.20657    1.063561 |
7063. | 7063   -1.567746    .9674332 |
7064. | 7064    -.912037    .5116725 |
7065. | 7065    1.258045   -1.068572 |
      |------------------------------|
7066. | 7066    .9705172    1.527141 |
7067. | 7067   -.5624821   -1.460245 |
7068. | 7068    1.116652   -1.799516 |
7069. | 7069    -.278204       1.078 |
7070. | 7070   -.3259648    .7915539 |
      |------------------------------|
7071. | 7071    -2.30488   -.2170628 |
7072. | 7072   -.6276739   -.6374059 |
7073. | 7073     1.59722   -1.778428 |
7074. | 7074    1.177078    .5017419 |
7075. | 7075    1.700957    1.402735 |
      |------------------------------|
7076. | 7076    .3214912    1.606392 |
7077. | 7077   -.0745369    .5840352 |
7078. | 7078   -.0546475   -.7344965 |
7079. | 7079    .3502189   -1.111918 |
7080. | 7080   -.2118778    .7418997 |
      |------------------------------|
7081. | 7081   -.0939548   -.2686537 |
7082. | 7082    .6787428    1.049899 |
7083. | 7083    1.461267   -.9869469 |
7084. | 7084      .60733   -.3369567 |
7085. | 7085   -1.252029    .2882782 |
      |------------------------------|
7086. | 7086    .6282272   -1.251548 |
7087. | 7087   -.9682167   -.2258859 |
7088. | 7088   -1.783072   -1.577584 |
7089. | 7089   -1.236032   -1.040328 |
7090. | 7090    .4696887   -.0966435 |
      |------------------------------|
7091. | 7091   -1.432092   -.1986523 |
7092. | 7092    1.300576    1.813882 |
7093. | 7093   -.2525102    .3934806 |
7094. | 7094   -.8377617    .3512316 |
7095. | 7095    .2296163    .0484402 |
      |------------------------------|
7096. | 7096    .5748895   -.6555153 |
7097. | 7097   -.5929242    -.202648 |
7098. | 7098   -1.071757    1.353832 |
7099. | 7099   -1.540959    .1069661 |
7100. | 7100   -.4625728    .0882777 |
      |------------------------------|
7101. | 7101    .4258075   -2.010561 |
7102. | 7102   -.8121222    .0079722 |
7103. | 7103   -.6057684   -.6830726 |
7104. | 7104    .6692557    1.008767 |
7105. | 7105    .1738357    .3363835 |
      |------------------------------|
7106. | 7106    .4191396    .4443134 |
7107. | 7107   -.7564657    .8314345 |
7108. | 7108    .9206578    .5788473 |
7109. | 7109    .4173513    .8812476 |
7110. | 7110    -1.61113    .0077573 |
      |------------------------------|
7111. | 7111   -.0183418    1.453208 |
7112. | 7112    1.228911    1.303421 |
7113. | 7113   -1.738477    .3680626 |
7114. | 7114   -.3487034    1.356616 |
7115. | 7115    .5695687    1.382521 |
      |------------------------------|
7116. | 7116   -.4063073     .319858 |
7117. | 7117    1.345514    .1662747 |
7118. | 7118   -1.113047     3.05286 |
7119. | 7119   -.7691659   -.9087991 |
7120. | 7120   -.4331942   -1.837291 |
      |------------------------------|
7121. | 7121    1.411041    -2.08714 |
7122. | 7122    -.167114    1.943632 |
7123. | 7123    1.570734   -.3477165 |
7124. | 7124    .4985829   -.3795718 |
7125. | 7125    .4162723   -1.211245 |
      |------------------------------|
7126. | 7126   -.4846851    1.776434 |
7127. | 7127    3.533166    .0581584 |
7128. | 7128    2.704093    1.455352 |
7129. | 7129    .1503046    .4887654 |
7130. | 7130   -.2315219    .0296655 |
      |------------------------------|
7131. | 7131   -.4077439   -.0133601 |
7132. | 7132   -1.634514   -1.193067 |
7133. | 7133   -1.109293    .5962982 |
7134. | 7134   -.3701572    .4879332 |
7135. | 7135    .7519009    .1813898 |
      |------------------------------|
7136. | 7136    .6728946   -1.351377 |
7137. | 7137    1.285339   -.6393754 |
7138. | 7138    .0153896   -1.473866 |
7139. | 7139    .5651255   -2.074806 |
7140. | 7140   -.2627416    1.022513 |
      |------------------------------|
7141. | 7141   -2.027015    .3970774 |
7142. | 7142    1.522343   -.5442106 |
7143. | 7143    1.361038   -.8177037 |
7144. | 7144    .4389469   -.4498134 |
7145. | 7145     .599754   -.3306403 |
      |------------------------------|
7146. | 7146   -.2541445   -.6641849 |
7147. | 7147   -.2654807    .1683708 |
7148. | 7148    1.255023   -.0391025 |
7149. | 7149    .6923289    .2974861 |
7150. | 7150    .6831021   -.1757969 |
      |------------------------------|
7151. | 7151    .1758373    .6089329 |
7152. | 7152    .0340104   -.4358627 |
7153. | 7153   -.1099842   -1.022213 |
7154. | 7154   -.8991056   -1.627834 |
7155. | 7155   -.5153363   -.0463426 |
      |------------------------------|
7156. | 7156    .5156602   -.3339298 |
7157. | 7157     .052414    .7890715 |
7158. | 7158    2.353651    -.694003 |
7159. | 7159    .4395303    .7959599 |
7160. | 7160   -1.960247    .2728543 |
      |------------------------------|
7161. | 7161    .3149205   -1.933382 |
7162. | 7162   -.6505142    1.016826 |
7163. | 7163     .289932   -1.646682 |
7164. | 7164    1.487965   -1.056306 |
7165. | 7165   -.9783766     .462344 |
      |------------------------------|
7166. | 7166    1.221519   -1.099942 |
7167. | 7167   -.3133804   -1.842552 |
7168. | 7168   -.2398896   -.0371052 |
7169. | 7169   -2.429114    .8753225 |
7170. | 7170   -.6600189   -2.476913 |
      |------------------------------|
7171. | 7171   -.0711478    -.992303 |
7172. | 7172    .1952527   -1.552287 |
7173. | 7173    .8360153   -.2014493 |
7174. | 7174   -.5210168    .4437124 |
7175. | 7175   -.6229805   -.7104966 |
      |------------------------------|
7176. | 7176   -.3390742   -.6958786 |
7177. | 7177   -1.010322    .7525142 |
7178. | 7178   -.8393536   -.0535783 |
7179. | 7179   -.3512241   -1.952737 |
7180. | 7180    .6403879    1.095157 |
      |------------------------------|
7181. | 7181   -.4930834     .099626 |
7182. | 7182   -1.008003   -.5358159 |
7183. | 7183   -.5890118    .9426311 |
7184. | 7184    3.073735    .3777637 |
7185. | 7185    .9067871   -1.128947 |
      |------------------------------|
7186. | 7186    .1964633   -1.378275 |
7187. | 7187   -1.071476     -1.4097 |
7188. | 7188   -.6184103    1.091747 |
7189. | 7189    .2013008   -1.513017 |
7190. | 7190   -1.100798    .0094323 |
      |------------------------------|
7191. | 7191   -1.095025    .9119306 |
7192. | 7192    .4939848    .0280513 |
7193. | 7193    .8783168     .280723 |
7194. | 7194     .367974    .4255988 |
7195. | 7195   -1.268939     .051053 |
      |------------------------------|
7196. | 7196   -.9443525   -.6858791 |
7197. | 7197    .8312705    1.139334 |
7198. | 7198    .4386033   -1.147642 |
7199. | 7199   -.3603073    1.569564 |
7200. | 7200    .0274328    .8134513 |
      |------------------------------|
7201. | 7201    .4159273   -.7642062 |
7202. | 7202     1.31334   -.8799377 |
7203. | 7203     1.84119    .5974111 |
7204. | 7204    .8878198    1.302466 |
7205. | 7205   -1.483625   -1.314699 |
      |------------------------------|
7206. | 7206   -.4169777   -.0269388 |
7207. | 7207   -.5962009    .0616543 |
7208. | 7208     2.19902   -2.095343 |
7209. | 7209    .5247398    .0275975 |
7210. | 7210     .579772    .2552379 |
      |------------------------------|
7211. | 7211    -.642843    .8095121 |
7212. | 7212   -.6387345   -1.595469 |
7213. | 7213    -.605934    .1774051 |
7214. | 7214   -.8761221    1.547243 |
7215. | 7215   -1.475378    .9635327 |
      |------------------------------|
7216. | 7216   -.8101764   -.7550506 |
7217. | 7217    -1.06657   -.9832464 |
7218. | 7218   -1.085949   -1.304585 |
7219. | 7219    .0286533     .967483 |
7220. | 7220   -.1192813   -.5005076 |
      |------------------------------|
7221. | 7221   -1.875965    -1.45622 |
7222. | 7222    -1.90826    1.012883 |
7223. | 7223    .8354436   -.7324211 |
7224. | 7224    1.302857   -1.984331 |
7225. | 7225    -.109913   -.3079015 |
      |------------------------------|
7226. | 7226    .0320951   -1.061807 |
7227. | 7227    .3310135    .1767061 |
7228. | 7228   -2.241802    .9284387 |
7229. | 7229   -1.244759     .393109 |
7230. | 7230   -1.478001    .2208924 |
      |------------------------------|
7231. | 7231    .3967115    1.352293 |
7232. | 7232    .1174259   -1.061379 |
7233. | 7233    .3431941    .3311545 |
7234. | 7234    1.269194   -.1005464 |
7235. | 7235    1.309721    .7640652 |
      |------------------------------|
7236. | 7236    .8463156   -.1228308 |
7237. | 7237   -.3889869    .6330665 |
7238. | 7238    .1913533    .6559471 |
7239. | 7239    .2930166    .3897296 |
7240. | 7240    .0457647    .6482267 |
      |------------------------------|
7241. | 7241   -1.779529   -.1660033 |
7242. | 7242    1.033545   -1.099143 |
7243. | 7243    .8104019    1.721025 |
7244. | 7244    .6131281   -1.333339 |
7245. | 7245     1.17716    .5244208 |
      |------------------------------|
7246. | 7246   -.0852058    -.821277 |
7247. | 7247    .5045314    .6111046 |
7248. | 7248    .7854902    .7701361 |
7249. | 7249    1.598781    1.198754 |
7250. | 7250   -.5956377    .0835053 |
